2026-02-28 02:27:25 | USER=alan | ROLE=student | PATH=/dashboard | DECISION=ALLOW | TRUST=100
2026-02-28 13:44:57 | USER=admin | ROLE=admin | PATH=/restricted | DECISION=DENY_RBAC | TRUST=70
2026-02-28 13:44:57 | USER=admin | ROLE=admin | PATH=/restricted | DECISION=DENY_RBAC | TRUST=55
2026-02-28 13:44:57 | USER=admin | ROLE=admin | PATH=/restricted | DECISION=DENY_RBAC | TRUST=40
2026-02-28 13:44:57 | USER=admin | ROLE=admin | PATH=/restricted | DECISION=DENY_RBAC | TRUST=25
2026-02-28 13:45:20 | USER=john | ROLE=faculty | PATH=/dashboard | DECISION=ALLOW | TRUST=100
2026-02-28 13:45:21 | USER=john | ROLE=faculty | PATH=/faculty/my_classes | DECISION=ALLOW | TRUST=100
2026-02-28 13:45:25 | USER=john | ROLE=faculty | PATH=/faculty/assignments | DECISION=ALLOW | TRUST=100
2026-02-28 13:46:04 | USER=john | ROLE=faculty | PATH=/faculty/assignments | DECISION=ALLOW | TRUST=100
2026-02-28 13:46:04 | USER=john | ROLE=faculty | PATH=/faculty/assignments | DECISION=ALLOW | TRUST=100
2026-02-28 13:46:19 | USER=john | ROLE=faculty | PATH=/dashboard | DECISION=ALLOW | TRUST=100
2026-02-28 13:46:22 | USER=john | ROLE=faculty | PATH=/faculty/student_list | DECISION=ALLOW | TRUST=100
2026-02-28 13:46:24 | USER=john | ROLE=faculty | PATH=/faculty/student_list | DECISION=ALLOW | TRUST=100
2026-02-28 13:46:34 | USER=john | ROLE=faculty | PATH=/logout | DECISION=DENY_RBAC | TRUST=85
2026-02-28 13:46:34 | USER=john | ROLE=faculty | PATH=/restricted | DECISION=DENY_RBAC | TRUST=70
2026-02-28 13:46:34 | USER=john | ROLE=faculty | PATH=/restricted | DECISION=DENY_RBAC | TRUST=55
2026-02-28 13:46:34 | USER=john | ROLE=faculty | PATH=/restricted | DECISION=DENY_RBAC | TRUST=40
2026-02-28 13:46:34 | USER=john | ROLE=faculty | PATH=/restricted | DECISION=DENY_RBAC | TRUST=25
2026-02-28 13:47:03 | USER=alan | ROLE=student | PATH=/dashboard | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:12 | USER=alan | ROLE=student | PATH=/student/marks | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:16 | USER=alan | ROLE=student | PATH=/dashboard | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:16 | USER=alan | ROLE=student | PATH=/student/attendance | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:24 | USER=alan | ROLE=student | PATH=/dashboard | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:25 | USER=alan | ROLE=student | PATH=/student/fees | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:27 | USER=alan | ROLE=student | PATH=/dashboard | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:28 | USER=alan | ROLE=student | PATH=/student/notices | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:31 | USER=alan | ROLE=student | PATH=/dashboard | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:32 | USER=alan | ROLE=student | PATH=/student/assignments | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:35 | USER=alan | ROLE=student | PATH=/student/submit-assignment/1 | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:49 | USER=alan | ROLE=student | PATH=/student/submit-assignment/1 | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:49 | USER=alan | ROLE=student | PATH=/student/assignments | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:54 | USER=alan | ROLE=student | PATH=/student/submit-assignment/1 | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:57 | USER=alan | ROLE=student | PATH=/student/submit-assignment/1 | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:58 | USER=alan | ROLE=student | PATH=/student/assignments | DECISION=ALLOW | TRUST=100
2026-02-28 13:47:59 | USER=alan | ROLE=student | PATH=/dashboard | DECISION=ALLOW | TRUST=100
2026-02-28 13:48:01 | USER=alan | ROLE=student | PATH=/student/grievance | DECISION=ALLOW | TRUST=100
2026-02-28 13:48:28 | USER=alan | ROLE=student | PATH=/student/grievance | DECISION=ALLOW | TRUST=100
2026-02-28 13:48:39 | USER=alan | ROLE=student | PATH=/dashboard | DECISION=ALLOW | TRUST=100
2026-02-28 13:48:40 | USER=alan | ROLE=student | PATH=/student/profile | DECISION=ALLOW | TRUST=100
2026-02-28 13:48:57 | USER=alan | ROLE=student | PATH=/student/send-profile-otp | DECISION=ALLOW | TRUST=100
2026-02-28 13:49:22 | USER=alan | ROLE=student | PATH=/student/verify-profile-otp | DECISION=ALLOW | TRUST=100
2026-02-28 13:49:22 | USER=alan | ROLE=student | PATH=/student/profile | DECISION=ALLOW | TRUST=100
2026-02-28 13:49:25 | USER=alan | ROLE=student | PATH=/logout | DECISION=DENY_RBAC | TRUST=85
2026-02-28 13:49:25 | USER=alan | ROLE=student | PATH=/restricted | DECISION=DENY_RBAC | TRUST=70
2026-02-28 13:49:25 | USER=alan | ROLE=student | PATH=/restricted | DECISION=DENY_RBAC | TRUST=55
2026-02-28 13:49:25 | USER=alan | ROLE=student | PATH=/restricted | DECISION=DENY_RBAC | TRUST=40
2026-02-28 13:49:25 | USER=alan | ROLE=student | PATH=/restricted | DECISION=DENY_RBAC | TRUST=25
2026-02-28 13:56:01 | USER=admin | ROLE=admin | PATH=/dashboard | DECISION=ALLOW | TRUST=100
2026-02-28 13:56:02 | USER=admin | ROLE=admin | PATH=/logout | DECISION=DENY_RBAC | TRUST=85
2026-02-28 13:56:02 | USER=admin | ROLE=admin | PATH=/restricted | DECISION=DENY_RBAC | TRUST=70
2026-02-28 13:56:02 | USER=admin | ROLE=admin | PATH=/restricted | DECISION=DENY_RBAC | TRUST=55
2026-02-28 13:56:02 | USER=admin | ROLE=admin | PATH=/restricted | DECISION=DENY_RBAC | TRUST=40
2026-02-28 13:56:02 | USER=admin | ROLE=admin | PATH=/restricted | DECISION=DENY_RBAC | TRUST=25
2026-02-28 13:59:59 | USER=admin | ROLE=admin | PATH=/dashboard | DECISION=ALLOW | TRUST=100
2026-02-28 14:00:00 | USER=admin | ROLE=admin | PATH=/logout | DECISION=DENY_RBAC | TRUST=85
2026-02-28 14:00:00 | USER=admin | ROLE=admin | PATH=/restricted | DECISION=DENY_RBAC | TRUST=70
2026-02-28 14:00:00 | USER=admin | ROLE=admin | PATH=/restricted | DECISION=DENY_RBAC | TRUST=55
2026-02-28 14:00:00 | USER=admin | ROLE=admin | PATH=/restricted | DECISION=DENY_RBAC | TRUST=40
2026-02-28 14:00:00 | USER=admin | ROLE=admin | PATH=/restricted | DECISION=DENY_RBAC | TRUST=25
2026-02-28 14:05:59 | USER=admin | ROLE=admin | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:06:00 | USER=admin | ROLE=admin | PATH=/logout | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:06:39 | USER=suresh | ROLE=parent | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:06:42 | USER=suresh | ROLE=parent | PATH=/parent/attendance | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:06:49 | USER=suresh | ROLE=parent | PATH=/parent/marks | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:06:52 | USER=suresh | ROLE=parent | PATH=/parent/fees | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:06:55 | USER=suresh | ROLE=parent | PATH=/parent/notices | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:06:57 | USER=suresh | ROLE=parent | PATH=/parent/grievances | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:07:07 | USER=suresh | ROLE=parent | PATH=/parent/grievances/submit | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:07:07 | USER=suresh | ROLE=parent | PATH=/parent/grievances | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:07:09 | USER=suresh | ROLE=parent | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:07:39 | USER=suresh | ROLE=parent | PATH=/logout | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:08:02 | USER=admin | ROLE=admin | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:08:07 | USER=admin | ROLE=admin | PATH=/admin/grievances | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:08:12 | USER=admin | ROLE=admin | PATH=/admin/grievances/4/resolve | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:08:12 | USER=admin | ROLE=admin | PATH=/admin/grievances | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:08:16 | USER=admin | ROLE=admin | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:08:21 | USER=admin | ROLE=admin | PATH=/admin/trust_management | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:08:23 | USER=admin | ROLE=admin | PATH=/admin/reset_trust/9 | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:08:23 | USER=admin | ROLE=admin | PATH=/admin/trust_management | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:08:29 | USER=admin | ROLE=admin | PATH=/logout | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:17:59 | USER=suresh | ROLE=parent | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:18:00 | USER=suresh | ROLE=parent | PATH=/parent/marks | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:18:04 | USER=suresh | ROLE=parent | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:18:05 | USER=suresh | ROLE=parent | PATH=/parent/attendance | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:18:10 | USER=suresh | ROLE=parent | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:18:11 | USER=suresh | ROLE=parent | PATH=/parent/fees | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 14:18:12 | USER=suresh | ROLE=parent | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:15:19 | USER=suresh | ROLE=parent | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:15:32 | USER=suresh | ROLE=parent | PATH=/parent/marks | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:15:40 | USER=suresh | ROLE=parent | PATH=/parent/fees | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:15:47 | USER=suresh | ROLE=parent | PATH=/logout | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:16:04 | USER=admin | ROLE=admin | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:16:12 | USER=admin | ROLE=admin | PATH=/admin/trust_management | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:16:14 | USER=admin | ROLE=admin | PATH=/admin/reset_trust/1 | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:16:14 | USER=admin | ROLE=admin | PATH=/admin/trust_management | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:16:20 | USER=admin | ROLE=admin | PATH=/logout | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:16:57 | USER=john | ROLE=faculty | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:17:01 | USER=john | ROLE=faculty | PATH=/faculty/marks | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:17:03 | USER=john | ROLE=faculty | PATH=/faculty/marks | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:17:13 | USER=john | ROLE=faculty | PATH=/faculty/marks | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:17:13 | USER=john | ROLE=faculty | PATH=/faculty/marks | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:17:31 | USER=john | ROLE=faculty | PATH=/logout | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:17:58 | USER=alan | ROLE=student | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:18:05 | USER=alan | ROLE=student | PATH=/student/marks | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:18:10 | USER=alan | ROLE=student | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:18:20 | USER=alan | ROLE=student | PATH=/student/fees | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:18:53 | USER=alan | ROLE=student | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:18:56 | USER=alan | ROLE=student | PATH=/student/profile | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:19:03 | USER=alan | ROLE=student | PATH=/student/send-profile-otp | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:19:15 | USER=alan | ROLE=student | PATH=/student/verify-profile-otp | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:19:15 | USER=alan | ROLE=student | PATH=/student/profile | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:19:22 | USER=alan | ROLE=student | PATH=/logout | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:19:55 | USER=admin | ROLE=admin | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:19:57 | USER=admin | ROLE=admin | PATH=/admin/change_requests | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:01 | USER=admin | ROLE=admin | PATH=/admin/change_requests/1/reject | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:01 | USER=admin | ROLE=admin | PATH=/admin/change_requests | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:02 | USER=admin | ROLE=admin | PATH=/admin/change_requests/2/reject | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:02 | USER=admin | ROLE=admin | PATH=/admin/change_requests | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:05 | USER=admin | ROLE=admin | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:06 | USER=admin | ROLE=admin | PATH=/admin/trust_management | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:07 | USER=admin | ROLE=admin | PATH=/admin/reset_trust/1 | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:07 | USER=admin | ROLE=admin | PATH=/admin/trust_management | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:09 | USER=admin | ROLE=admin | PATH=/admin/reset_trust/8 | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:09 | USER=admin | ROLE=admin | PATH=/admin/trust_management | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:10 | USER=admin | ROLE=admin | PATH=/admin/reset_trust/10 | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:10 | USER=admin | ROLE=admin | PATH=/admin/trust_management | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:11 | USER=admin | ROLE=admin | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:12 | USER=admin | ROLE=admin | PATH=/admin/users | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:12 | USER=admin | ROLE=admin | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:13 | USER=admin | ROLE=admin | PATH=/admin/users/add | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:13 | USER=admin | ROLE=admin | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:14 | USER=admin | ROLE=admin | PATH=/admin/change_requests | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:15 | USER=admin | ROLE=admin | PATH=/dashboard | DECISION=ALLOW_PUBLIC | TRUST=100
2026-02-28 18:20:16 | USER=admin | ROLE=admin | PATH=/admin/grievances | DECISION=ALLOW_PUBLIC | TRUST=100
